paper,paper_code,component_code,paper_family,question_id,question_number,current_topic,primary_topic,primary,secondary_topics,secondary,coverage_topics,status,current_syllabus,source_artifact,mark_scheme_artifact,source_pdf,mark_scheme_source_pdf,source,rationale,review_notes
11winter21,11winter21,11,p1,11winter21_q01,1,binomial_expansion,series,series,,,series,keep,True,pm1/pm1_2021_w21_11_qp_q01_question.png,pm1/pm1_2021_w21_11_ms_q01_markscheme.png,input/pastpapers/9709/2021/question_papers/9709_w21_qp_11.pdf,input/pastpapers/9709/2021/mark_schemes/9709_w21_ms_11.pdf,p1_topic_overlap_review_batch_010_2026_07_03,The existing series label matches the dominant mark-bearing topic.,The existing series label matches the dominant mark-bearing topic.
11winter21,11winter21,11,p1,11winter21_q02,2,binomial_expansion,quadratics,quadratics,,,quadratics,relabel_primary,True,pm1/pm1_2021_w21_11_qp_q02_question.png,pm1/pm1_2021_w21_11_ms_q02_markscheme.png,input/pastpapers/9709/2021/question_papers/9709_w21_qp_11.pdf,input/pastpapers/9709/2021/mark_schemes/9709_w21_ms_11.pdf,p1_topic_overlap_review_batch_010_2026_07_03,"The line/curve no-intersection condition is assessed through the quadratic discriminant, so quadratics is dominant.","The line/curve no-intersection condition is assessed through the quadratic discriminant, so quadratics is dominant."
11winter21,11winter21,11,p1,11winter21_q03,3,trigonometry,trigonometry,trigonometry,,,trigonometry,keep,True,pm1/pm1_2021_w21_11_qp_q03_question.png,pm1/pm1_2021_w21_11_ms_q03_markscheme.png,input/pastpapers/9709/2021/question_papers/9709_w21_qp_11.pdf,input/pastpapers/9709/2021/mark_schemes/9709_w21_ms_11.pdf,p1_topic_overlap_review_batch_010_2026_07_03,The existing trigonometry label matches the dominant mark-bearing topic.,The existing trigonometry label matches the dominant mark-bearing topic.
11winter21,11winter21,11,p1,11winter21_q04,4,series_and_sequences,series,series,,,series,keep,True,pm1/pm1_2021_w21_11_qp_q04_question.png,pm1/pm1_2021_w21_11_ms_q04_markscheme.png,input/pastpapers/9709/2021/question_papers/9709_w21_qp_11.pdf,input/pastpapers/9709/2021/mark_schemes/9709_w21_ms_11.pdf,p1_topic_overlap_review_batch_010_2026_07_03,The existing series label matches the dominant mark-bearing topic.,The existing series label matches the dominant mark-bearing topic.
11winter21,11winter21,11,p1,11winter21_q05,5,trigonometry,trigonometry,trigonometry,,,trigonometry,keep,True,pm1/pm1_2021_w21_11_qp_q05_question.png,pm1/pm1_2021_w21_11_ms_q05_markscheme.png,input/pastpapers/9709/2021/question_papers/9709_w21_qp_11.pdf,input/pastpapers/9709/2021/mark_schemes/9709_w21_ms_11.pdf,p1_topic_overlap_review_batch_010_2026_07_03,The existing trigonometry label matches the dominant mark-bearing topic.,The existing trigonometry label matches the dominant mark-bearing topic.
11winter21,11winter21,11,p1,11winter21_q06,6,circular_measure,circular_measure,circular_measure,,,circular_measure,keep,True,pm1/pm1_2021_w21_11_qp_q06_question.png,pm1/pm1_2021_w21_11_ms_q06_markscheme.png,input/pastpapers/9709/2021/question_papers/9709_w21_qp_11.pdf,input/pastpapers/9709/2021/mark_schemes/9709_w21_ms_11.pdf,p1_topic_overlap_review_batch_010_2026_07_03,The existing circular_measure label matches the dominant mark-bearing topic.,The existing circular_measure label matches the dominant mark-bearing topic.
11winter21,11winter21,11,p1,11winter21_q07,7,coordinate_geometry,coordinate_geometry,coordinate_geometry,quadratics,quadratics,coordinate_geometry;quadratics,add_secondary_topic,True,pm1/pm1_2021_w21_11_qp_q07_question.png,pm1/pm1_2021_w21_11_ms_q07_markscheme.png,input/pastpapers/9709/2021/question_papers/9709_w21_qp_11.pdf,input/pastpapers/9709/2021/mark_schemes/9709_w21_ms_11.pdf,p1_topic_overlap_review_batch_010_2026_07_03,"Circle and chord geometry are dominant, with a substantial substituted quadratic used to locate the chord points.","Circle and chord geometry are dominant, with a substantial substituted quadratic used to locate the chord points."
11winter21,11winter21,11,p1,11winter21_q08,8,functions,functions,functions,,,functions,keep,True,pm1/pm1_2021_w21_11_qp_q08_question.png,pm1/pm1_2021_w21_11_ms_q08_markscheme.png,input/pastpapers/9709/2021/question_papers/9709_w21_qp_11.pdf,input/pastpapers/9709/2021/mark_schemes/9709_w21_ms_11.pdf,p1_topic_overlap_review_batch_010_2026_07_03,The existing functions label matches the dominant mark-bearing topic.,The existing functions label matches the dominant mark-bearing topic.
11winter21,11winter21,11,p1,11winter21_q09,9,binomial_expansion,differentiation,differentiation,integration;quadratics,integration;quadratics,differentiation;integration;quadratics,relabel_primary_add_secondary,True,pm1/pm1_2021_w21_11_qp_q09_question.png,pm1/pm1_2021_w21_11_ms_q09_markscheme.png,input/pastpapers/9709/2021/question_papers/9709_w21_qp_11.pdf,input/pastpapers/9709/2021/mark_schemes/9709_w21_ms_11.pdf,p1_topic_overlap_review_batch_010_2026_07_03,"The question centres on using f' and stationary points, with substantial integration to recover f and quadratic-in-x-squared solving.","The question centres on using f' and stationary points, with substantial integration to recover f and quadratic-in-x-squared solving."
11winter21,11winter21,11,p1,11winter21_q10,10,integration,integration,integration,differentiation,differentiation,integration;differentiation,add_secondary_topic,True,pm1/pm1_2021_w21_11_qp_q10_question.png,pm1/pm1_2021_w21_11_ms_q10_markscheme.png,input/pastpapers/9709/2021/question_papers/9709_w21_qp_11.pdf,input/pastpapers/9709/2021/mark_schemes/9709_w21_ms_11.pdf,p1_topic_overlap_review_batch_010_2026_07_03,"Improper/volume integration is the dominant assessment, while the normal-gradient work gives substantial differentiation overlap.","Improper/volume integration is the dominant assessment, while the normal-gradient work gives substantial differentiation overlap."
