paper,paper_code,component_code,paper_family,question_id,question_number,current_topic,primary_topic,primary,secondary_topics,secondary,coverage_topics,status,current_syllabus,source_artifact,mark_scheme_artifact,source_pdf,mark_scheme_source_pdf,source,rationale,review_notes
12winter24,12winter24,12,p1,12winter24_q01,1,trigonometry,trigonometry,trigonometry,,,trigonometry,keep,True,pm1/pm1_2024_w24_12_qp_q01_question.png,pm1/pm1_2024_w24_12_ms_q01_markscheme.png,input/pastpapers/9709/2024/question_papers/9709_w24_qp_12.pdf,input/pastpapers/9709/2024/mark_schemes/9709_w24_ms_12.pdf,p1_topic_overlap_review_batch_013_2026_07_03,The existing trigonometry label matches the dominant mark-bearing topic.,The existing trigonometry label matches the dominant mark-bearing topic.
12winter24,12winter24,12,p1,12winter24_q02,2,series_and_sequences,series,series,quadratics,quadratics,series;quadratics,add_secondary_topic,True,pm1/pm1_2024_w24_12_qp_q02_question.png,pm1/pm1_2024_w24_12_ms_q02_markscheme.png,input/pastpapers/9709/2024/question_papers/9709_w24_qp_12.pdf,input/pastpapers/9709/2024/mark_schemes/9709_w24_ms_12.pdf,p1_topic_overlap_review_batch_013_2026_07_03,"The arithmetic-series setup is dominant, with the sum condition producing a substantial quadratic in k.","The arithmetic-series setup is dominant, with the sum condition producing a substantial quadratic in k."
12winter24,12winter24,12,p1,12winter24_q03,3,differentiation,differentiation,differentiation,,,differentiation,keep,True,pm1/pm1_2024_w24_12_qp_q03_question.png,pm1/pm1_2024_w24_12_ms_q03_markscheme.png,input/pastpapers/9709/2024/question_papers/9709_w24_qp_12.pdf,input/pastpapers/9709/2024/mark_schemes/9709_w24_ms_12.pdf,p1_topic_overlap_review_batch_013_2026_07_03,The existing differentiation label matches the dominant mark-bearing topic.,The existing differentiation label matches the dominant mark-bearing topic.
12winter24,12winter24,12,p1,12winter24_q04,4,binomial_expansion,series,series,,,series,keep,True,pm1/pm1_2024_w24_12_qp_q04_question.png,pm1/pm1_2024_w24_12_ms_q04_markscheme.png,input/pastpapers/9709/2024/question_papers/9709_w24_qp_12.pdf,input/pastpapers/9709/2024/mark_schemes/9709_w24_ms_12.pdf,p1_topic_overlap_review_batch_013_2026_07_03,The existing series label matches the dominant mark-bearing topic.,The existing series label matches the dominant mark-bearing topic.
12winter24,12winter24,12,p1,12winter24_q05,5,functions,functions,functions,,,functions,keep,True,pm1/pm1_2024_w24_12_qp_q05_question.png,pm1/pm1_2024_w24_12_ms_q05_markscheme.png,input/pastpapers/9709/2024/question_papers/9709_w24_qp_12.pdf,input/pastpapers/9709/2024/mark_schemes/9709_w24_ms_12.pdf,p1_topic_overlap_review_batch_013_2026_07_03,The existing functions label matches the dominant mark-bearing topic.,The existing functions label matches the dominant mark-bearing topic.
12winter24,12winter24,12,p1,12winter24_q06,6,circular_measure,circular_measure,circular_measure,,,circular_measure,keep,True,pm1/pm1_2024_w24_12_qp_q06_question.png,pm1/pm1_2024_w24_12_ms_q06_markscheme.png,input/pastpapers/9709/2024/question_papers/9709_w24_qp_12.pdf,input/pastpapers/9709/2024/mark_schemes/9709_w24_ms_12.pdf,p1_topic_overlap_review_batch_013_2026_07_03,The existing circular_measure label matches the dominant mark-bearing topic.,The existing circular_measure label matches the dominant mark-bearing topic.
12winter24,12winter24,12,p1,12winter24_q07,7,integration,integration,integration,,,integration,keep,True,pm1/pm1_2024_w24_12_qp_q07_question.png,pm1/pm1_2024_w24_12_ms_q07_markscheme.png,input/pastpapers/9709/2024/question_papers/9709_w24_qp_12.pdf,input/pastpapers/9709/2024/mark_schemes/9709_w24_ms_12.pdf,p1_topic_overlap_review_batch_013_2026_07_03,The existing integration label matches the dominant mark-bearing topic.,The existing integration label matches the dominant mark-bearing topic.
12winter24,12winter24,12,p1,12winter24_q08,8,differentiation,coordinate_geometry,coordinate_geometry,quadratics,quadratics,coordinate_geometry;quadratics,relabel_primary_add_secondary,True,pm1/pm1_2024_w24_12_qp_q08_question.png,pm1/pm1_2024_w24_12_ms_q08_markscheme.png,input/pastpapers/9709/2024/question_papers/9709_w24_qp_12.pdf,input/pastpapers/9709/2024/mark_schemes/9709_w24_ms_12.pdf,p1_topic_overlap_review_batch_013_2026_07_03,"Circle/tangent/normal geometry is dominant, with substantial quadratic work to determine parameters.","Circle/tangent/normal geometry is dominant, with substantial quadratic work to determine parameters."
12winter24,12winter24,12,p1,12winter24_q09,9,algebra,quadratics,quadratics,coordinate_geometry,coordinate_geometry,quadratics;coordinate_geometry,add_secondary_topic,True,pm1/pm1_2024_w24_12_qp_q09_question.png,pm1/pm1_2024_w24_12_ms_q09_markscheme.png,input/pastpapers/9709/2024/question_papers/9709_w24_qp_12.pdf,input/pastpapers/9709/2024/mark_schemes/9709_w24_ms_12.pdf,p1_topic_overlap_review_batch_013_2026_07_03,"Line/curve intersection and no-intersection discriminant work make quadratics dominant, with coordinate geometry also substantial.","Line/curve intersection and no-intersection discriminant work make quadratics dominant, with coordinate geometry also substantial."
12winter24,12winter24,12,p1,12winter24_q10,10,functions,integration,integration,differentiation,differentiation,integration;differentiation,relabel_primary_add_secondary,True,pm1/pm1_2024_w24_12_qp_q10_question.png,pm1/pm1_2024_w24_12_ms_q10_markscheme.png,input/pastpapers/9709/2024/question_papers/9709_w24_qp_12.pdf,input/pastpapers/9709/2024/mark_schemes/9709_w24_ms_12.pdf,p1_topic_overlap_review_batch_013_2026_07_03,"Recovering the function by integrating f' is dominant, with normal-gradient differentiation also substantial.","Recovering the function by integrating f' is dominant, with normal-gradient differentiation also substantial."
