paper,paper_code,component_code,paper_family,question_id,question_number,current_topic,primary_topic,primary,secondary_topics,secondary,coverage_topics,status,current_syllabus,source_artifact,mark_scheme_artifact,source_pdf,mark_scheme_source_pdf,source,rationale,review_notes
06summer08,06summer08,06,p5,06summer08_q01,1,probability,representation_of_data,representation_of_data,,,representation_of_data,relabel_primary,True,stats/stats_2008_s08_06_qp_q01_question.png,stats/stats_2008_s08_06_ms_q01_markscheme.png,,,p5_topic_overlap_review_batch_001_2026_07_03,Stem-and-leaf quartiles and interquartile range make this representation/summary-statistics work.,Stem-and-leaf quartiles and interquartile range make this representation/summary-statistics work.
06summer08,06summer08,06,p5,06summer08_q02,2,probability,probability,probability,,,probability,keep,True,stats/stats_2008_s08_06_qp_q02_question.png,stats/stats_2008_s08_06_ms_q02_markscheme.png,,,p5_topic_overlap_review_batch_001_2026_07_03,The question assesses basic and conditional probability from mixed populations.,The question assesses basic and conditional probability from mixed populations.
06summer08,06summer08,06,p5,06summer08_q03,3,probability,permutations_and_combinations,permutations_and_combinations,,,permutations_and_combinations,relabel_primary,True,stats/stats_2008_s08_06_qp_q03_question.png,stats/stats_2008_s08_06_ms_q03_markscheme.png,,,p5_topic_overlap_review_batch_001_2026_07_03,The mark-bearing work is arrangements and selections of CDs.,The mark-bearing work is arrangements and selections of CDs.
06summer08,06summer08,06,p5,06summer08_q04,4,normal_distribution,the_normal_distribution,the_normal_distribution,,,the_normal_distribution,keep,True,stats/stats_2008_s08_06_qp_q04_question.png,stats/stats_2008_s08_06_ms_q04_markscheme.png,,,p5_topic_overlap_review_batch_001_2026_07_03,The question is a normal-distribution inverse/probability problem.,The question is a normal-distribution inverse/probability problem.
06summer08,06summer08,06,p5,06summer08_q05,5,probability,representation_of_data,representation_of_data,,,representation_of_data,relabel_primary,True,stats/stats_2008_s08_06_qp_q05_question.png,stats/stats_2008_s08_06_ms_q05_markscheme.png,,,p5_topic_overlap_review_batch_001_2026_07_03,Histogram frequency density and estimated mean from grouped data are representation-of-data content.,Histogram frequency density and estimated mean from grouped data are representation-of-data content.
06summer08,06summer08,06,p5,06summer08_q06,6,probability,discrete_random_variables,discrete_random_variables,,,discrete_random_variables,relabel_primary,True,stats/stats_2008_s08_06_qp_q06_question.png,stats/stats_2008_s08_06_ms_q06_markscheme.png,,,p5_topic_overlap_review_batch_001_2026_07_03,The random variable table and expectation are discrete-random-variable content.,The random variable table and expectation are discrete-random-variable content.
06summer08,06summer08,06,p5,06summer08_q07,7,probability,discrete_random_variables,discrete_random_variables,,,discrete_random_variables,relabel_primary,True,stats/stats_2008_s08_06_qp_q07_question.png,stats/stats_2008_s08_06_ms_q07_markscheme.png,,,p5_topic_overlap_review_batch_001_2026_07_03,The binomial distribution and normal approximation to a binomial count make this a discrete-random-variable question.,The binomial distribution and normal approximation to a binomial count make this a discrete-random-variable question.
06summer09,06summer09,06,p5,06summer09_q01,1,normal_distribution,the_normal_distribution,the_normal_distribution,,,the_normal_distribution,keep,True,stats/stats_2009_s09_06_qp_q01_question.png,stats/stats_2009_s09_06_ms_q01_markscheme.png,,,p5_topic_overlap_review_batch_001_2026_07_03,The dominant work is inverse normal standardisation; the final finite-sample probability is not enough to change the primary topic.,The dominant work is inverse normal standardisation; the final finite-sample probability is not enough to change the primary topic.
06summer09,06summer09,06,p5,06summer09_q02,2,probability,discrete_random_variables,discrete_random_variables,,,discrete_random_variables,relabel_primary,True,stats/stats_2009_s09_06_qp_q02_question.png,stats/stats_2009_s09_06_ms_q02_markscheme.png,,,p5_topic_overlap_review_batch_001_2026_07_03,"The random variable distribution table, expectation and variance are discrete-random-variable content.","The random variable distribution table, expectation and variance are discrete-random-variable content."
06summer09,06summer09,06,p5,06summer09_q03,3,probability,discrete_random_variables,discrete_random_variables,,,discrete_random_variables,relabel_primary,True,stats/stats_2009_s09_06_qp_q03_question.png,stats/stats_2009_s09_06_ms_q03_markscheme.png,,,p5_topic_overlap_review_batch_001_2026_07_03,"Both parts use binomial distribution methods, including a normal approximation to a binomial count.","Both parts use binomial distribution methods, including a normal approximation to a binomial count."
