paper,paper_code,component_code,paper_family,question_id,question_number,current_topic,primary_topic,primary,secondary_topics,secondary,coverage_topics,status,current_syllabus,source_artifact,mark_scheme_artifact,source_pdf,mark_scheme_source_pdf,source,rationale,review_notes
13winter22,13winter22,13,p1,13winter22_q01,1,trigonometry,trigonometry,trigonometry,quadratics,quadratics,trigonometry;quadratics,add_secondary_topic,True,pm1/pm1_2022_w22_13_qp_q01_question.png,pm1/pm1_2022_w22_13_ms_q01_markscheme.png,input/pastpapers/9709/2022/question_papers/9709_w22_qp_13.pdf,input/pastpapers/9709/2022/mark_schemes/9709_w22_ms_13.pdf,p1_topic_overlap_review_batch_018_2026_07_03,The trigonometric equation is reduced to a quadratic in cos.,The trigonometric equation is reduced to a quadratic in cos.
13winter22,13winter22,13,p1,13winter22_q02,2,functions,functions,functions,,,functions,keep,True,pm1/pm1_2022_w22_13_qp_q02_question.png,pm1/pm1_2022_w22_13_ms_q02_markscheme.png,input/pastpapers/9709/2022/question_papers/9709_w22_qp_13.pdf,input/pastpapers/9709/2022/mark_schemes/9709_w22_ms_13.pdf,p1_topic_overlap_review_batch_018_2026_07_03,The current reviewed functions routing matches the dominant mark-bearing topic.,The current reviewed functions routing matches the dominant mark-bearing topic.
13winter22,13winter22,13,p1,13winter22_q03,3,binomial_expansion,series,series,,,series,keep,True,pm1/pm1_2022_w22_13_qp_q03_question.png,pm1/pm1_2022_w22_13_ms_q03_markscheme.png,input/pastpapers/9709/2022/question_papers/9709_w22_qp_13.pdf,input/pastpapers/9709/2022/mark_schemes/9709_w22_ms_13.pdf,p1_topic_overlap_review_batch_018_2026_07_03,The current reviewed series routing matches the dominant mark-bearing topic.,The current reviewed series routing matches the dominant mark-bearing topic.
13winter22,13winter22,13,p1,13winter22_q04,4,differentiation,differentiation,differentiation,,,differentiation,keep,True,pm1/pm1_2022_w22_13_qp_q04_question.png,pm1/pm1_2022_w22_13_ms_q04_markscheme.png,input/pastpapers/9709/2022/question_papers/9709_w22_qp_13.pdf,input/pastpapers/9709/2022/mark_schemes/9709_w22_ms_13.pdf,p1_topic_overlap_review_batch_018_2026_07_03,The current reviewed differentiation routing matches the dominant mark-bearing topic.,The current reviewed differentiation routing matches the dominant mark-bearing topic.
13winter22,13winter22,13,p1,13winter22_q05,5,coordinate_geometry,differentiation,differentiation,,,differentiation,relabel_primary,True,pm1/pm1_2022_w22_13_qp_q05_question.png,pm1/pm1_2022_w22_13_ms_q05_markscheme.png,input/pastpapers/9709/2022/question_papers/9709_w22_qp_13.pdf,input/pastpapers/9709/2022/mark_schemes/9709_w22_ms_13.pdf,p1_topic_overlap_review_batch_018_2026_07_03,The current reviewed differentiation routing matches the dominant mark-bearing topic.,The current reviewed differentiation routing matches the dominant mark-bearing topic.
13winter22,13winter22,13,p1,13winter22_q06,6,trigonometry,trigonometry,trigonometry,,,trigonometry,keep,True,pm1/pm1_2022_w22_13_qp_q06_question.png,pm1/pm1_2022_w22_13_ms_q06_markscheme.png,input/pastpapers/9709/2022/question_papers/9709_w22_qp_13.pdf,input/pastpapers/9709/2022/mark_schemes/9709_w22_ms_13.pdf,p1_topic_overlap_review_batch_018_2026_07_03,The current reviewed trigonometry routing matches the dominant mark-bearing topic.,The current reviewed trigonometry routing matches the dominant mark-bearing topic.
13winter22,13winter22,13,p1,13winter22_q07,7,differentiation,differentiation,differentiation,,,differentiation,keep,True,pm1/pm1_2022_w22_13_qp_q07_question.png,pm1/pm1_2022_w22_13_ms_q07_markscheme.png,input/pastpapers/9709/2022/question_papers/9709_w22_qp_13.pdf,input/pastpapers/9709/2022/mark_schemes/9709_w22_ms_13.pdf,p1_topic_overlap_review_batch_018_2026_07_03,The current reviewed differentiation routing matches the dominant mark-bearing topic.,The current reviewed differentiation routing matches the dominant mark-bearing topic.
13winter22,13winter22,13,p1,13winter22_q08,8,circular_measure,circular_measure,circular_measure,,,circular_measure,keep,True,pm1/pm1_2022_w22_13_qp_q08_question.png,pm1/pm1_2022_w22_13_ms_q08_markscheme.png,input/pastpapers/9709/2022/question_papers/9709_w22_qp_13.pdf,input/pastpapers/9709/2022/mark_schemes/9709_w22_ms_13.pdf,p1_topic_overlap_review_batch_018_2026_07_03,The current reviewed circular_measure routing matches the dominant mark-bearing topic.,The current reviewed circular_measure routing matches the dominant mark-bearing topic.
13winter22,13winter22,13,p1,13winter22_q09,9,series_and_sequences,series,series,,,series,keep,True,pm1/pm1_2022_w22_13_qp_q09_question.png,pm1/pm1_2022_w22_13_ms_q09_markscheme.png,input/pastpapers/9709/2022/question_papers/9709_w22_qp_13.pdf,input/pastpapers/9709/2022/mark_schemes/9709_w22_ms_13.pdf,p1_topic_overlap_review_batch_018_2026_07_03,The current reviewed series routing matches the dominant mark-bearing topic.,The current reviewed series routing matches the dominant mark-bearing topic.
13winter22,13winter22,13,p1,13winter22_q10,10,integration,integration,integration,quadratics,quadratics,integration;quadratics,add_secondary_topic,True,pm1/pm1_2022_w22_13_qp_q10_question.png,pm1/pm1_2022_w22_13_ms_q10_markscheme.png,input/pastpapers/9709/2022/question_papers/9709_w22_qp_13.pdf,input/pastpapers/9709/2022/mark_schemes/9709_w22_ms_13.pdf,p1_topic_overlap_review_batch_018_2026_07_03,"Volume integration is dominant, with substantial quadratic solving for the circle-line intersection.","Volume integration is dominant, with substantial quadratic solving for the circle-line intersection."
