paper,paper_code,component_code,paper_family,question_id,question_number,current_topic,primary_topic,primary,secondary_topics,secondary,coverage_topics,status,current_syllabus,source_artifact,mark_scheme_artifact,source_pdf,mark_scheme_source_pdf,source,rationale,review_notes
51summer20,51summer20,51,p5,51summer20_q01,1,measures_of_central_tendency_and_dispersion,discrete_random_variables,discrete_random_variables,,,discrete_random_variables,relabel_primary,True,mechanics/mechanics_2020_s20_51_qp_q01_question.png,mechanics/mechanics_2020_s20_51_ms_q01_markscheme.png,,,p5_topic_overlap_review_batch_009_2026_07_03,The mark-bearing work is a binomial/count model or a discrete random variable distribution with expectation or variance.,The mark-bearing work is a binomial/count model or a discrete random variable distribution with expectation or variance.
51summer20,51summer20,51,p5,51summer20_q02,2,permutations_and_combinations,permutations_and_combinations,permutations_and_combinations,,,permutations_and_combinations,keep,True,mechanics/mechanics_2020_s20_51_qp_q02_question.png,,,,p5_topic_overlap_review_batch_009_2026_07_03,"The mark-bearing work is arrangements, selections, or restricted counting.","The mark-bearing work is arrangements, selections, or restricted counting."
51summer20,51summer20,51,p5,51summer20_q03,3,probability_distributions,discrete_random_variables,discrete_random_variables,,,discrete_random_variables,relabel_primary,True,mechanics/mechanics_2020_s20_51_qp_q03_question.png,mechanics/mechanics_2020_s20_51_ms_q03_markscheme.png,,,p5_topic_overlap_review_batch_009_2026_07_03,The mark-bearing work is a binomial/count model or a discrete random variable distribution with expectation or variance.,The mark-bearing work is a binomial/count model or a discrete random variable distribution with expectation or variance.
51summer20,51summer20,51,p5,51summer20_q04,4,permutations_and_combinations,permutations_and_combinations,permutations_and_combinations,,,permutations_and_combinations,keep,True,mechanics/mechanics_2020_s20_51_qp_q04_question.png,mechanics/mechanics_2020_s20_51_ms_q04_markscheme.png,,,p5_topic_overlap_review_batch_009_2026_07_03,"The mark-bearing work is arrangements, selections, or restricted counting.","The mark-bearing work is arrangements, selections, or restricted counting."
51summer20,51summer20,51,p5,51summer20_q05,5,probability,probability,probability,,,probability,keep,True,mechanics/mechanics_2020_s20_51_qp_q05_question.png,mechanics/mechanics_2020_s20_51_ms_q05_markscheme.png,,,p5_topic_overlap_review_batch_009_2026_07_03,"The mark-bearing work is basic, tree, conditional, or event probability rather than a distribution table or combinatorial count.","The mark-bearing work is basic, tree, conditional, or event probability rather than a distribution table or combinatorial count."
51summer20,51summer20,51,p5,51summer20_q06,6,measures_of_central_tendency_and_dispersion,the_normal_distribution,the_normal_distribution,,,the_normal_distribution,relabel_primary,True,mechanics/mechanics_2020_s20_51_qp_q06_question.png,mechanics/mechanics_2020_s20_51_ms_q06_markscheme.png,,,p5_topic_overlap_review_batch_009_2026_07_03,"The mark-bearing work is normal-distribution standardisation, inverse normal, or normal-model expected counts.","The mark-bearing work is normal-distribution standardisation, inverse normal, or normal-model expected counts."
51summer20,51summer20,51,p5,51summer20_q07,7,measures_of_central_tendency_and_dispersion,representation_of_data,representation_of_data,,,representation_of_data,relabel_primary,True,mechanics/mechanics_2020_s20_51_qp_q07_question.png,,,,p5_topic_overlap_review_batch_009_2026_07_03,"The mark-bearing work is data representation or summary statistics: graphs, quartiles, grouped/coded mean, variance, or standard deviation.","The mark-bearing work is data representation or summary statistics: graphs, quartiles, grouped/coded mean, variance, or standard deviation."
51summer25,51summer25,51,p5,51summer25_q01,1,measures_of_central_tendency_and_dispersion,the_normal_distribution,the_normal_distribution,,,the_normal_distribution,relabel_primary,True,mechanics/mechanics_2025_m25_51_qp_q01_question.png,mechanics/mechanics_2025_m25_51_ms_q01_markscheme.png,,,p5_topic_overlap_review_batch_009_2026_07_03,"The mark-bearing work is normal-distribution standardisation, inverse normal, or normal-model expected counts.","The mark-bearing work is normal-distribution standardisation, inverse normal, or normal-model expected counts."
51summer25,51summer25,51,p5,51summer25_q02,2,permutations_and_combinations,discrete_random_variables,discrete_random_variables,permutations_and_combinations,permutations_and_combinations,discrete_random_variables;permutations_and_combinations,relabel_primary_add_secondary,True,mechanics/mechanics_2025_m25_51_qp_q02_question.png,mechanics/mechanics_2025_m25_51_ms_q02_markscheme.png,,,p5_topic_overlap_review_batch_009_2026_07_03,The mark-bearing work is a binomial/count model or a discrete random variable distribution with expectation or variance. Secondary coverage records substantial permutations_and_combinations overlap in the same question.,The mark-bearing work is a binomial/count model or a discrete random variable distribution with expectation or variance. Secondary coverage records substantial permutations_and_combinations overlap in the same question.
51summer25,51summer25,51,p5,51summer25_q03,3,measures_of_central_tendency_and_dispersion,representation_of_data,representation_of_data,,,representation_of_data,relabel_primary,True,mechanics/mechanics_2025_m25_51_qp_q03_question.png,mechanics/mechanics_2025_m25_51_ms_q03_markscheme.png,,,p5_topic_overlap_review_batch_009_2026_07_03,"The mark-bearing work is data representation or summary statistics: graphs, quartiles, grouped/coded mean, variance, or standard deviation.","The mark-bearing work is data representation or summary statistics: graphs, quartiles, grouped/coded mean, variance, or standard deviation."
