paper,paper_code,component_code,paper_family,question_id,question_number,current_topic,primary_topic,primary,secondary_topics,secondary,coverage_topics,status,current_syllabus,source_artifact,mark_scheme_artifact,source_pdf,mark_scheme_source_pdf,source,rationale,review_notes
12winter14,12winter14,12,p1,12winter14_q01,1,integration,integration,integration,,,integration,keep,True,pm1/pm1_2014_w14_12_qp_q01_question.png,pm1/pm1_2014_w14_12_ms_q01_markscheme.png,input/pastpapers/9709/2014/question_papers/9709_w14_qp_12.pdf,input/pastpapers/9709/2014/mark_schemes/9709_w14_ms_12.pdf,p1_topic_overlap_review_batch_011_2026_07_03,The existing integration label matches the dominant mark-bearing topic.,The existing integration label matches the dominant mark-bearing topic.
12winter14,12winter14,12,p1,12winter14_q02,2,circular_measure,circular_measure,circular_measure,,,circular_measure,keep,True,pm1/pm1_2014_w14_12_qp_q02_question.png,pm1/pm1_2014_w14_12_ms_q02_markscheme.png,input/pastpapers/9709/2014/question_papers/9709_w14_qp_12.pdf,input/pastpapers/9709/2014/mark_schemes/9709_w14_ms_12.pdf,p1_topic_overlap_review_batch_011_2026_07_03,The existing circular_measure label matches the dominant mark-bearing topic.,The existing circular_measure label matches the dominant mark-bearing topic.
12winter14,12winter14,12,p1,12winter14_q03,3,binomial_expansion,series,series,,,series,keep,True,pm1/pm1_2014_w14_12_qp_q03_question.png,pm1/pm1_2014_w14_12_ms_q03_markscheme.png,input/pastpapers/9709/2014/question_papers/9709_w14_qp_12.pdf,input/pastpapers/9709/2014/mark_schemes/9709_w14_ms_12.pdf,p1_topic_overlap_review_batch_011_2026_07_03,The existing series label matches the dominant mark-bearing topic.,The existing series label matches the dominant mark-bearing topic.
12winter14,12winter14,12,p1,12winter14_q04,4,binomial_expansion,differentiation,differentiation,,,differentiation,relabel_primary,True,pm1/pm1_2014_w14_12_qp_q04_question.png,pm1/pm1_2014_w14_12_ms_q04_markscheme.png,input/pastpapers/9709/2014/question_papers/9709_w14_qp_12.pdf,input/pastpapers/9709/2014/mark_schemes/9709_w14_ms_12.pdf,p1_topic_overlap_review_batch_011_2026_07_03,The rate-of-change setup is a related-rates differentiation question rather than coordinate geometry.,The rate-of-change setup is a related-rates differentiation question rather than coordinate geometry.
12winter14,12winter14,12,p1,12winter14_q05,5,trigonometry,trigonometry,trigonometry,quadratics,quadratics,trigonometry;quadratics,add_secondary_topic,True,pm1/pm1_2014_w14_12_qp_q05_question.png,pm1/pm1_2014_w14_12_ms_q05_markscheme.png,input/pastpapers/9709/2014/question_papers/9709_w14_qp_12.pdf,input/pastpapers/9709/2014/mark_schemes/9709_w14_ms_12.pdf,p1_topic_overlap_review_batch_011_2026_07_03,"The trigonometric equation is transformed into a quadratic in cos, giving substantial quadratics overlap.","The trigonometric equation is transformed into a quadratic in cos, giving substantial quadratics overlap."
12winter14,12winter14,12,p1,12winter14_q06,6,differentiation,differentiation,differentiation,quadratics,quadratics,differentiation;quadratics,add_secondary_topic,True,pm1/pm1_2014_w14_12_qp_q06_question.png,pm1/pm1_2014_w14_12_ms_q06_markscheme.png,input/pastpapers/9709/2014/question_papers/9709_w14_qp_12.pdf,input/pastpapers/9709/2014/mark_schemes/9709_w14_ms_12.pdf,p1_topic_overlap_review_batch_011_2026_07_03,"The decreasing-interval work is differentiation-dominant, with a substantial quadratic/discriminant condition.","The decreasing-interval work is differentiation-dominant, with a substantial quadratic/discriminant condition."
12winter14,12winter14,12,p1,12winter14_q07,7,coordinate_geometry,,,,,,exclude_current_syllabus,False,pm1/pm1_2014_w14_12_qp_q07_question.png,pm1/pm1_2014_w14_12_ms_q07_markscheme.png,input/pastpapers/9709/2014/question_papers/9709_w14_qp_12.pdf,input/pastpapers/9709/2014/mark_schemes/9709_w14_ms_12.pdf,p1_topic_overlap_review_batch_011_2026_07_03,"Legacy 3D vector/scalar-product content is outside the current P1 major-topic set, so it is excluded rather than forced into a current topic.","Legacy 3D vector/scalar-product content is outside the current P1 major-topic set, so it is excluded rather than forced into a current topic."
12winter14,12winter14,12,p1,12winter14_q08,8,series_and_sequences,series,series,quadratics,quadratics,series;quadratics,add_secondary_topic,True,pm1/pm1_2014_w14_12_qp_q08_question.png,pm1/pm1_2014_w14_12_ms_q08_markscheme.png,input/pastpapers/9709/2014/question_papers/9709_w14_qp_12.pdf,input/pastpapers/9709/2014/mark_schemes/9709_w14_ms_12.pdf,p1_topic_overlap_review_batch_011_2026_07_03,"The progression setup is dominant, with the GP equations producing a substantial quadratic to solve.","The progression setup is dominant, with the GP equations producing a substantial quadratic to solve."
12winter14,12winter14,12,p1,12winter14_q09,9,coordinate_geometry,coordinate_geometry,coordinate_geometry,,,coordinate_geometry,keep,True,pm1/pm1_2014_w14_12_qp_q09_question.png,pm1/pm1_2014_w14_12_ms_q09_markscheme.png,input/pastpapers/9709/2014/question_papers/9709_w14_qp_12.pdf,input/pastpapers/9709/2014/mark_schemes/9709_w14_ms_12.pdf,p1_topic_overlap_review_batch_011_2026_07_03,The existing coordinate_geometry label matches the dominant mark-bearing topic.,The existing coordinate_geometry label matches the dominant mark-bearing topic.
12winter14,12winter14,12,p1,12winter14_q10,10,differentiation,differentiation,differentiation,,,differentiation,keep,True,pm1/pm1_2014_w14_12_qp_q10_question.png,pm1/pm1_2014_w14_12_ms_q10_markscheme.png,input/pastpapers/9709/2014/question_papers/9709_w14_qp_12.pdf,input/pastpapers/9709/2014/mark_schemes/9709_w14_ms_12.pdf,p1_topic_overlap_review_batch_011_2026_07_03,The existing differentiation label matches the dominant mark-bearing topic.,The existing differentiation label matches the dominant mark-bearing topic.
