paper,paper_code,component_code,paper_family,question_id,question_number,current_topic,primary_topic,primary,secondary_topics,secondary,coverage_topics,status,current_syllabus,source_artifact,mark_scheme_artifact,source_pdf,mark_scheme_source_pdf,source,rationale,review_notes
13summer20,13summer20,13,p1,13summer20_q01,1,trigonometry,quadratics,quadratics,,,quadratics,relabel_primary,True,pm1/pm1_2020_s20_13_qp_q01_question.png,pm1/pm1_2020_s20_13_ms_q01_markscheme.png,input/pastpapers/9709/2020/question_papers/9709_s20_qp_13.pdf,input/pastpapers/9709/2020/mark_schemes/9709_s20_ms_13.pdf,p1_topic_overlap_review_batch_015_2026_07_03,"Line/curve intersection is assessed through a discriminant inequality, so quadratics is dominant.","Line/curve intersection is assessed through a discriminant inequality, so quadratics is dominant."
13summer20,13summer20,13,p1,13summer20_q02,2,binomial_expansion,integration,integration,,,integration,relabel_primary,True,pm1/pm1_2020_s20_13_qp_q02_question.png,pm1/pm1_2020_s20_13_ms_q02_markscheme.png,input/pastpapers/9709/2020/question_papers/9709_s20_qp_13.pdf,input/pastpapers/9709/2020/mark_schemes/9709_s20_ms_13.pdf,p1_topic_overlap_review_batch_015_2026_07_03,"The curve equation is found by integrating dy/dx, making integration dominant.","The curve equation is found by integrating dy/dx, making integration dominant."
13summer20,13summer20,13,p1,13summer20_q03,3,functions,functions,functions,,,functions,keep,True,pm1/pm1_2020_s20_13_qp_q03_question.png,pm1/pm1_2020_s20_13_ms_q03_markscheme.png,input/pastpapers/9709/2020/question_papers/9709_s20_qp_13.pdf,input/pastpapers/9709/2020/mark_schemes/9709_s20_ms_13.pdf,p1_topic_overlap_review_batch_015_2026_07_03,The current reviewed functions routing matches the dominant mark-bearing topic.,The current reviewed functions routing matches the dominant mark-bearing topic.
13summer20,13summer20,13,p1,13summer20_q04,4,binomial_expansion,series,series,,,series,keep,True,pm1/pm1_2020_s20_13_qp_q04_question.png,pm1/pm1_2020_s20_13_ms_q04_markscheme.png,input/pastpapers/9709/2020/question_papers/9709_s20_qp_13.pdf,input/pastpapers/9709/2020/mark_schemes/9709_s20_ms_13.pdf,p1_topic_overlap_review_batch_015_2026_07_03,The current reviewed series routing matches the dominant mark-bearing topic.,The current reviewed series routing matches the dominant mark-bearing topic.
13summer20,13summer20,13,p1,13summer20_q05,5,differentiation,circular_measure,circular_measure,,,circular_measure,relabel_primary,True,pm1/pm1_2020_s20_13_qp_q05_question.png,pm1/pm1_2020_s20_13_ms_q05_markscheme.png,input/pastpapers/9709/2020/question_papers/9709_s20_qp_13.pdf,input/pastpapers/9709/2020/mark_schemes/9709_s20_ms_13.pdf,p1_topic_overlap_review_batch_015_2026_07_03,The pulley/arc/tangent-length problem is circular measure rather than differentiation.,The pulley/arc/tangent-length problem is circular measure rather than differentiation.
13summer20,13summer20,13,p1,13summer20_q06,6,coordinate_geometry,differentiation,differentiation,,,differentiation,relabel_primary,True,pm1/pm1_2020_s20_13_qp_q06_question.png,pm1/pm1_2020_s20_13_ms_q06_markscheme.png,input/pastpapers/9709/2020/question_papers/9709_s20_qp_13.pdf,input/pastpapers/9709/2020/mark_schemes/9709_s20_ms_13.pdf,p1_topic_overlap_review_batch_015_2026_07_03,"The moving-point rate question is related-rates differentiation, not coordinate geometry.","The moving-point rate question is related-rates differentiation, not coordinate geometry."
13summer20,13summer20,13,p1,13summer20_q07,7,trigonometry,trigonometry,trigonometry,,,trigonometry,keep,True,pm1/pm1_2020_s20_13_qp_q07_question.png,pm1/pm1_2020_s20_13_ms_q07_markscheme.png,input/pastpapers/9709/2020/question_papers/9709_s20_qp_13.pdf,input/pastpapers/9709/2020/mark_schemes/9709_s20_ms_13.pdf,p1_topic_overlap_review_batch_015_2026_07_03,The current reviewed trigonometry routing matches the dominant mark-bearing topic.,The current reviewed trigonometry routing matches the dominant mark-bearing topic.
13summer20,13summer20,13,p1,13summer20_q08,8,series_and_sequences,series,series,,,series,keep,True,pm1/pm1_2020_s20_13_qp_q08_question.png,pm1/pm1_2020_s20_13_ms_q08_markscheme.png,input/pastpapers/9709/2020/question_papers/9709_s20_qp_13.pdf,input/pastpapers/9709/2020/mark_schemes/9709_s20_ms_13.pdf,p1_topic_overlap_review_batch_015_2026_07_03,The current reviewed series routing matches the dominant mark-bearing topic.,The current reviewed series routing matches the dominant mark-bearing topic.
13summer20,13summer20,13,p1,13summer20_q09,9,functions,functions,functions,,,functions,keep,True,pm1/pm1_2020_s20_13_qp_q09_question.png,pm1/pm1_2020_s20_13_ms_q09_markscheme.png,input/pastpapers/9709/2020/question_papers/9709_s20_qp_13.pdf,input/pastpapers/9709/2020/mark_schemes/9709_s20_ms_13.pdf,p1_topic_overlap_review_batch_015_2026_07_03,The current reviewed functions routing matches the dominant mark-bearing topic.,The current reviewed functions routing matches the dominant mark-bearing topic.
13summer20,13summer20,13,p1,13summer20_q10,10,coordinate_geometry,coordinate_geometry,coordinate_geometry,,,coordinate_geometry,keep,True,pm1/pm1_2020_s20_13_qp_q10_question.png,pm1/pm1_2020_s20_13_ms_q10_markscheme.png,input/pastpapers/9709/2020/question_papers/9709_s20_qp_13.pdf,input/pastpapers/9709/2020/mark_schemes/9709_s20_ms_13.pdf,p1_topic_overlap_review_batch_015_2026_07_03,The current reviewed coordinate_geometry routing matches the dominant mark-bearing topic.,The current reviewed coordinate_geometry routing matches the dominant mark-bearing topic.
